number,Chinese entity name,entity binomial scientific name,Chinese condition,English condition,Chinese relation,English relation
1249,莴笋菌核病,Sclerotinia sclerotiorum,相对湿度高于85%,Relative humidity above 85%,适宜发生条件,ConditionIs
1250,莴笋菌核病,Sclerotinia sclerotiorum,湿度低于70%,Humidity below 70%,适宜发生条件,ConditionIs
1251,莴笋菌核病,Sclerotinia sclerotiorum,多雨,Rainy,适宜发生条件,ConditionIs
1252,莴笋菌核病,Sclerotinia sclerotiorum,通风透光条件差,Poor ventilation and light conditions,适宜发生条件,ConditionIs
1253,莴笋菌核病,Sclerotinia sclerotiorum,排水不良,Poor drainage,适宜发生条件,ConditionIs
1254,莴笋叶焦病,"No specific scientific name, maybe Leaf scorch of lettuce",土壤干燥,Dry soil,适宜发生条件,ConditionIs
1255,莴笋叶焦病,"No specific scientific name, maybe Leaf scorch of lettuce",盐份浓度高,High salt concentration,适宜发生条件,ConditionIs
1256,莴笋白粉病,Erysiphe cichoracearum,通风不良,Poor ventilation,适宜发生条件,ConditionIs
1257,莴笋白粉病,Erysiphe cichoracearum,氮肥偏多,Too much nitrogen fertilizer,适宜发生条件,ConditionIs
1258,莴笋病毒病,Stem-cating lettuce virus disease,肥料不足,Insufficient fertilizer,适宜发生条件,ConditionIs
1259,莴笋病毒病,Stem-cating lettuce virus disease,管理粗放,Extensive management,适宜发生条件,ConditionIs
1260,莴笋黑斑病,Alternaria alternata,温暖潮湿,Warm and humid,适宜发生条件,ConditionIs
1261,莴笋锈病,Puccinia sp.,多雨,Rainy,适宜发生条件,ConditionIs
1262,莴笋锈病,Puccinia sp.,气温低,Low temperature,适宜发生条件,ConditionIs
1263,莴笋锈病,Puccinia sp.,肥料不足,Insufficient fertilizer,适宜发生条件,ConditionIs
1264,莴笋腐败病,"No specific scientific name, maybe Rot of lettuce",高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1265,莴笋腐败病,Stem-cating lettuce bacterial leaf spot,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1266,莴笋叶缘坏死病,Stem-cating lettuce leaf reason decays disease,气温低,Low temperature,适宜发生条件,ConditionIs
1267,莴笋叶缘坏死病,Stem-cating lettuce leaf reason decays disease,湿度高湿,Humidity High humidity,适宜发生条件,ConditionIs
1268,莴笋褐腐病,Stem-cating lettuce brown rot,湿度大,High humidity,适宜发生条件,ConditionIs
1269,生菜霜霉病,Peronospora sp.,土壤潮湿,Moist soil,适宜发生条件,ConditionIs
1270,生菜霜霉病,Peronospora sp.,排水不良,Poor drainage,适宜发生条件,ConditionIs
1271,生菜轮纹病,Asparagus lettuce and lettuce ship veins disease,温暖潮湿,Warm and humid,适宜发生条件,ConditionIs
1272,生菜灰霉病,Botrytis cinerea,相对湿度高于94%,Relative humidity above 94%,适宜发生条件,ConditionIs
1273,生菜菌核病,Sclerotinia sclerotiorum,相对湿度高于85%,Relative humidity above 85%,适宜发生条件,ConditionIs
1274,生菜菌核病,Sclerotinia sclerotiorum,多雨,Rainy,适宜发生条件,ConditionIs
1275,生菜菌核病,Sclerotinia sclerotiorum,通风透光条件差,Poor ventilation and light conditions,适宜发生条件,ConditionIs
1276,生菜菌核病,Sclerotinia sclerotiorum,排水不良,Poor drainage,适宜发生条件,ConditionIs
1277,生菜腐败病,Head garden lettuce bacterial leaf spot,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1278,生菜腐败病,Head garden lettuce bacterial leaf spot,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1279,生菜叶焦病,Head garden lettuce leaf burnt and ill,土壤干燥,Dry soil,适宜发生条件,ConditionIs
1280,生菜叶焦病,Head garden lettuce leaf burnt and ill,盐份浓度高,High salt concentration,适宜发生条件,ConditionIs
1281,生菜病毒病,Asparagus lettuce and lettuce mosaic,肥料不足,Insufficient fertilizer,适宜发生条件,ConditionIs
1282,生菜病毒病,Asparagus lettuce and lettuce mosaic,管理粗放,Extensive management,适宜发生条件,ConditionIs
1283,生菜褐腐病,Head garden lettuce brown rot,湿度大,High humidity,适宜发生条件,ConditionIs
1284,生菜褐腐病,Head garden lettuce brown rot,过高过低,"Too high, too low",适宜发生条件,ConditionIs
1285,苋菜白锈病,Albugo bliti,阴雨连绵,Continuous rain,适宜发生条件,ConditionIs
1286,苋菜白锈病,Albugo bliti,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1287,苋菜炭疽病,Colletotrichum sp.,通风透光不好,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1288,苋菜斑点病,Amaranth leaf mold,田间湿度大,High humidity in the field,适宜发生条件,ConditionIs
1289,苋菜黑斑病,Alternaria sp.,高湿,High humidity,适宜发生条件,ConditionIs
1290,苋菜黑斑病,Alternaria sp.,多雨,Rainy,适宜发生条件,ConditionIs
1291,蚯蚓,Eisenia fetida ,宜的土壤湿度为,The optimum soil moisture is,适宜发生条件,ConditionIs
1292,落葵紫斑病,Malabar spinach Ramularia leaf spot,相对湿度,Relative humidity,适宜发生条件,ConditionIs
1293,落葵炭疽病,Colletotrichum sp.,湿度80%,Humidity 80%,适宜发生条件,ConditionIs
1294,落葵黑斑病,Alternaria sp.,田间高湿,High humidity in the field,适宜发生条件,ConditionIs
1295,落葵灰霉病,Botrytis cinerea,低温高湿,Low temperature and high humidity,适宜发生条件,ConditionIs
1296,落葵灰霉病,Botrytis cinerea,通风不良,Poor ventilation,适宜发生条件,ConditionIs
1297,落葵苗腐病,Malabar spinach seeding rot,田地低洼积水,Flooding in low-lying fields,适宜发生条件,ConditionIs
1298,落葵苗腐病,Malabar spinach seeding rot,湿度高,High humidity,适宜发生条件,ConditionIs
1299,落葵苗腐病,Malabar spinach seeding rot,密度大,High density,适宜发生条件,ConditionIs
1300,落葵苗腐病,Malabar spinach seeding rot,施氮肥多,Apply more nitrogen fertilizer,适宜发生条件,ConditionIs
1301,落葵花叶病,Malabar spinach mosaic disease,高温少雨,High temperature and little rain,适宜发生条件,ConditionIs
1302,落葵根结线虫病,Meloidogyne sp.,相对湿度40%,Relative humidity 40%,适宜发生条件,ConditionIs
1303,落葵根结线虫病,Meloidogyne sp.,其繁殖，,"Its reproduction,",适宜发生条件,ConditionIs
1304,蕹菜白锈病,Albugo ipomoeae-panduratae,温暖潮湿,Warm and humid,适宜发生条件,ConditionIs
1305,蕹菜灰霉病,Botrytis cinerea,低温高湿,Low temperature and high humidity,适宜发生条件,ConditionIs
1306,蕹菜猝倒病,Pythium sp.,低温高湿,Low temperature and high humidity,适宜发生条件,ConditionIs
1307,蕹菜菌核病,Sclerotinia sclerotiorum,相对湿度高于85%,Relative humidity above 85%,适宜发生条件,ConditionIs
1308,西葫芦绵疫病,Phytophthora sp.,通风透光不良,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1309,西葫芦褐色腐败病,"No specific scientific name, maybe Brown rot of zucchini",高温多雨,Hot and rainy,适宜发生条件,ConditionIs
1310,西葫芦叶点病,Phyllosticta sp.,高温,high temperature,适宜发生条件,ConditionIs
1311,西葫芦叶点病,Phyllosticta sp.,高湿,High humidity,适宜发生条件,ConditionIs
1312,西葫芦叶点病,Phyllosticta sp.,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1313,西葫芦叶点病,Phyllosticta sp.,植物郁闭,Plant canopy,适宜发生条件,ConditionIs
1314,西葫芦叶点病,Phyllosticta sp.,通风不良,Poor ventilation,适宜发生条件,ConditionIs
1315,豌豆锈病,Uromyces sp.,温暖潮湿,Warm and humid,适宜发生条件,ConditionIs
1316,豌豆锈病,Uromyces sp.,空气湿度85%,Air humidity 85%,适宜发生条件,ConditionIs
1317,豌豆锈病,Uromyces sp.,低洼积水,Low-lying waterlogging,适宜发生条件,ConditionIs
1318,豌豆锈病,Uromyces sp.,土质黏重,Heavy soil,适宜发生条件,ConditionIs
1319,豌豆尖镰刀孢萎凋病,Fusarium oxysporum f. sp. pisi,湿度过大,Excessive humidity,适宜发生条件,ConditionIs
1320,豌豆芽枯病,"No specific scientific name, maybe Bud blight of pea",株间郁闭,Closed between plants,适宜发生条件,ConditionIs
1321,豌豆芽枯病,"No specific scientific name, maybe Bud blight of pea",田间湿度大,High humidity in the field,适宜发生条件,ConditionIs
1322,葡萄轮斑病,Alternaria sp.,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1323,葡萄轮斑病,Alternaria sp.,管理粗放,Extensive management,适宜发生条件,ConditionIs
1324,葡萄轮斑病,Alternaria sp.,植株郁闭,Plant closure,适宜发生条件,ConditionIs
1325,葡萄轮斑病,Alternaria sp.,通风透光差,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1326,葡萄灰斑病,Cercospora sp.,多雨潮湿,Rainy and humid,适宜发生条件,ConditionIs
1327,葡萄灰斑病,Cercospora sp.,冷凉,Cool,适宜发生条件,ConditionIs
1328,葡萄根朽病,Armillaria sp.,雨后积水,Water after rain,适宜发生条件,ConditionIs
1329,葡萄蔓割病,Botryosphaeria sp.,多雨,Rainy,适宜发生条件,ConditionIs
1330,葡萄蔓割病,Botryosphaeria sp.,潮湿,Wet,适宜发生条件,ConditionIs
1331,葡萄蔓割病,Botryosphaeria sp.,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1332,葡萄蔓割病,Botryosphaeria sp.,土质黏重,Heavy soil,适宜发生条件,ConditionIs
1333,葡萄蔓割病,Botryosphaeria sp.,排水不良,Poor drainage,适宜发生条件,ConditionIs
1334,葡萄蔓割病,Botryosphaeria sp.,土层薄,Thin soil,适宜发生条件,ConditionIs
1335,葡萄蔓割病,Botryosphaeria sp.,肥水不足,Insufficient fertilizer and water,适宜发生条件,ConditionIs
1336,葡萄小褐斑病,"No specific scientific name, maybe Small brown spot of grape",田间湿度大,High humidity in the field,适宜发生条件,ConditionIs
1337,葡萄小褐斑病,"No specific scientific name, maybe Small brown spot of grape",管理粗放,Extensive management,适宜发生条件,ConditionIs
1338,葡萄褐斑病,Cercospora sp.,浇水太多,Too much watering,适宜发生条件,ConditionIs
1339,葡萄褐斑病,Cercospora sp.,田间湿度大,High humidity in the field,适宜发生条件,ConditionIs
1340,葡萄褐斑病,Cercospora sp.,管理粗放,Extensive management,适宜发生条件,ConditionIs
1341,栗疫病,Cryphonectria parasitica,土壤肥力差,Poor soil fertility,适宜发生条件,ConditionIs
1342,龙眼藻斑病,Cephaleuros sp.,土壤贫瘠,Poor soil,适宜发生条件,ConditionIs
1343,龙眼藻斑病,Cephaleuros sp.,通风不良,Poor ventilation,适宜发生条件,ConditionIs
1344,龙眼藻斑病,Cephaleuros sp.,干旱或水涝,Drought or flooding,适宜发生条件,ConditionIs
1345,龙眼藻斑病,Cephaleuros sp.,潮湿闷热,Hot and humid,适宜发生条件,ConditionIs
1346,龙眼灰色叶枯病,"No specific scientific name, maybe Gray leaf blight of longan",高温多雨,Hot and rainy,适宜发生条件,ConditionIs
1347,龙眼根腐病,Fusarium sp.,园因排水不畅,The garden is poorly drained,适宜发生条件,ConditionIs
1348,蕹菜根腐病,Fusarium sp.,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1349,甜菜丛根病,Beet necrotic yellow vein virus (BNYVV),沙土轻,Light sand,适宜发生条件,ConditionIs
1350,甜菜苗腐病,"No specific scientific name, maybe Seedling rot of beet",地势低洼积水,Low-lying waterlogging,适宜发生条件,ConditionIs
1351,甜菜苗腐病,"No specific scientific name, maybe Seedling rot of beet",田间湿度大,High humidity in the field,适宜发生条件,ConditionIs
1352,甜菜细菌性斑枯病,Xanthomonas sp.,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1353,甜菜象甲,Bothynoderes punctiventris,土质疏松,Loose soil,适宜发生条件,ConditionIs
1354,甜菜象甲,Bothynoderes punctiventris,通透性良好,Good permeability,适宜发生条件,ConditionIs
1355,甜菜象甲,Bothynoderes punctiventris,土温较高,Higher soil temperature,适宜发生条件,ConditionIs
1356,茶饼病,Exobasidium vexans,湿度大,High humidity,适宜发生条件,ConditionIs
1357,茶饼病,Exobasidium vexans,管理粗放,Extensive management,适宜发生条件,ConditionIs
1358,茶饼病,Exobasidium vexans,杂草多,Lots of weeds,适宜发生条件,ConditionIs
1359,茶饼病,Exobasidium vexans,施肥不当,Improper fertilization,适宜发生条件,ConditionIs
1360,茶网饼病,Exobasidium reticulatum,高湿,High humidity,适宜发生条件,ConditionIs
1361,茶网饼病,Exobasidium reticulatum,高山多雾,High mountains and fog,适宜发生条件,ConditionIs
1362,茶网饼病,Exobasidium reticulatum,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1363,茶芽枯病,"No specific scientific name, maybe Bud blight of tea",低温高湿,Low temperature and high humidity,适宜发生条件,ConditionIs
1364,茶芽枯病,"No specific scientific name, maybe Bud blight of tea",相对湿度高,High relative humidity,适宜发生条件,ConditionIs
1365,茶圆赤星病,Elsino? leucospila,平原低洼,Plain low lying,适宜发生条件,ConditionIs
1366,茶圆赤星病,Elsino? leucospila,潮湿,Wet,适宜发生条件,ConditionIs
1367,茶煤病,Capnodium sp.,荫蔽潮湿,Shaded and moist,适宜发生条件,ConditionIs
1368,茶红锈藻病,Cephaleuros parasiticus,保水性差,Poor water retention,适宜发生条件,ConditionIs
1369,茶膏药病,Septobasidium sp.,土壤黏重,Heavy soil,适宜发生条件,ConditionIs
1370,茶膏药病,Septobasidium sp.,排水不良,Poor drainage,适宜发生条件,ConditionIs
1371,茶膏药病,Septobasidium sp.,荫蔽潮湿,Shaded and moist,适宜发生条件,ConditionIs
1372,茶膏药病,Septobasidium sp.,管理粗放,Extensive management,适宜发生条件,ConditionIs
1373,茶白星病,Phyllosticta sp.,土壤贫瘠,Poor soil,适宜发生条件,ConditionIs
1374,茶白星病,Phyllosticta sp.,管理不善,Poor management,适宜发生条件,ConditionIs
1375,茶轮斑病,Pestalotiopsis sp.,相对湿度85%,Relative humidity 85%,适宜发生条件,ConditionIs
1376,茶轮斑病,Pestalotiopsis sp.,施肥不当,Improper fertilization,适宜发生条件,ConditionIs
1377,茶轮斑病,Pestalotiopsis sp.,肥料不足,Insufficient fertilizer,适宜发生条件,ConditionIs
1378,茶轮斑病,Pestalotiopsis sp.,土壤板结,Soil compaction,适宜发生条件,ConditionIs
1379,茶炭疽病,Colletotrichum sp.,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1380,茶褐色叶斑病,"No specific scientific name, maybe Brown leaf spot of tea",适温高湿,Suitable temperature and high humidity,适宜发生条件,ConditionIs
1381,茶藻斑病,Cephaleuros sp.,荫蔽潮湿,Shaded and moist,适宜发生条件,ConditionIs
1382,茶藻斑病,Cephaleuros sp.,通风透光不良,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1383,茶苗白绢病,Sclerotium rolfsii,土壤黏重,Heavy soil,适宜发生条件,ConditionIs
1384,茶苗白绢病,Sclerotium rolfsii,土质偏酸,Soil acidic,适宜发生条件,ConditionIs
1385,茶苗白绢病,Sclerotium rolfsii,排水不良,Poor drainage,适宜发生条件,ConditionIs
1386,茶紫纹羽病,Helicobasidium purpureum,高温多湿,High temperature and high humidity,适宜发生条件,ConditionIs
1387,茶紫纹羽病,Helicobasidium purpureum,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1388,茶紫纹羽病,Helicobasidium purpureum,排水不良,Poor drainage,适宜发生条件,ConditionIs
1389,茶紫纹羽病,Helicobasidium purpureum,土壤黏重或过干,Soil is too heavy or too dry,适宜发生条件,ConditionIs
1390,茶发毛病,Tea Hairy Disease,茶园茂密郁闭,The tea garden is dense and dense,适宜发生条件,ConditionIs
1391,茶发毛病,Tea Hairy Disease,通风不良,Poor ventilation,适宜发生条件,ConditionIs
1392,茶线腐病,Tea Epiphytic thread blight,阴凉多湿,Cool and humid,适宜发生条件,ConditionIs
1393,茶线腐病,Tea Epiphytic thread blight,日照短,Short daylight hours,适宜发生条件,ConditionIs
1394,茶线腐病,Tea Epiphytic thread blight,通风透光差,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1395,茶根癌病,Agrobacterium tumefaciens,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1396,茶根癌病,Agrobacterium tumefaciens,土壤湿度大,High soil moisture,适宜发生条件,ConditionIs
1397,茶根癌病,Agrobacterium tumefaciens,土壤黏重,Heavy soil,适宜发生条件,ConditionIs
1398,茶胴枯病,Macrophoma sp.,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1399,茶胴枯病,Macrophoma sp.,通风透光不良,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1400,茶枝黑痣病,Phyllachora sp.,茶园郁闭,Tea garden closed,适宜发生条件,ConditionIs
1401,茶枝黑痣病,Phyllachora sp.,排水不良,Poor drainage,适宜发生条件,ConditionIs
1402,茶尺蠖,Ectropis obliqua,多雾多露,Foggy and dewy,适宜发生条件,ConditionIs
